S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
136	Crohn Disease	Bifidobacteriales	Order	85004	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
137	Crohn Disease	Bifidobacterium	Genus	1678	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
138	Ulcerative Colitis	Catenibacterium	Genus	135858	16S rRNA sequencing	Stool	Decreased	51	16	35	57	53	17	34	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
139	Crohn Disease	Citrobacter	Genus	544	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
140	Crohn Disease	Clostridia	Class	186801	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
141	Crohn Disease	Clostridia	Class	186801	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
142	Crohn Disease	Clostridiales	Order	186802	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
143	Crohn Disease	Clostridiales	Order	186802	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
144	Crohn Disease	Collinsella	Genus	102106	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
145	Crohn Disease	Coriobacteriaceae	Family	84107	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
146	Crohn Disease	Coriobacteriales	Order	84999	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
147	Crohn Disease	Coriobacteriia	Class	84998	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
148	Crohn Disease	Enterobacterales	Order	91347	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
149	Crohn Disease	Enterobacteriaceae	Family	543	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
150	Crohn Disease	Faecalibacterium	Genus	216851	16S rRNA sequencing	Ileum mucosa tissue tissue	Decreased	null	null	null	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
151	Crohn Disease	Faecalibacterium	Genus	216851	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
152	Crohn Disease	Faecalibacterium	Genus	216851	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
153	Crohn Disease	Firmicutes	Phylum	1239	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
154	Crohn Disease	Fusobacteria	Phylum	32066	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
155	Crohn Disease	Fusobacteria	Phylum	32066	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
156	Crohn Disease	Fusobacteriaceae	Family	203492	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
157	Crohn Disease	Fusobacteriaceae	Family	203492	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
158	Crohn Disease	Fusobacteriales	Order	203491	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
159	Crohn Disease	Fusobacteriales	Order	203491	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
160	Crohn Disease	Fusobacteriia	Class	203490	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
161	Crohn Disease	Fusobacteriia	Class	203490	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
162	Crohn Disease	Fusobacterium	Genus	848	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	true
163	Crohn Disease	Fusobacterium	Genus	848	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	true
164	Crohn Disease	Gammaproteobacteria	Class	1236	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
165	Crohn Disease	Hallella	Genus	52228	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
166	Crohn Disease	Lactobacillaceae	Family	33958	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
167	Crohn Disease	Lactobacillales	Order	186826	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
168	Crohn Disease	Lactobacillus	Genus	1578	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	true
169	Crohn Disease	Lactococcus	Genus	1357	16S rRNA sequencing	Stool	Decreased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
170	Crohn Disease	Mollicutes	Class	31969	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
171	Crohn Disease	Mollicutes	Class	31969	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
172	Ulcerative Colitis	Mollicutes	Class	31969	16S rRNA sequencing	Stool	Decreased	51	16	35	57	53	17	34	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
173	Crohn Disease	Peptococcaceae	Family	186807	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
174	Crohn Disease	Peptococcus	Genus	2740	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
175	Ulcerative Colitis	Prevotella	Genus	838	16S rRNA sequencing	Stool	Decreased	51	16	35	57	53	17	34	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	true
176	Crohn Disease	Proteobacteria	Phylum	1224	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
177	Crohn Disease	Roseburia	Genus	841	16S rRNA sequencing	Ileum mucosa tissue tissue	Decreased	null	null	null	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
178	Crohn Disease	Roseburia	Genus	841	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
179	Crohn Disease	Ruminococcaceae	Family	541000	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
180	Crohn Disease	Ruminococcaceae	Family	541000	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
181	Crohn Disease	Ruminococcus	Genus	1263	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
182	Crohn Disease	Shigella	Genus	620	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
183	Ulcerative Colitis	Streptococcaceae	Family	1300	16S rRNA sequencing	Stool	Decreased	51	16	35	57	53	17	34	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
184	Ulcerative Colitis	Streptococcus	Genus	1301	16S rRNA sequencing	Stool	Decreased	51	16	35	57	53	17	34	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	true
185	Crohn Disease	Subdoligranulum	Genus	292632	16S rRNA sequencing	Stool	Increased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	The OTU inherited the taxonomy (down to genus level) of the best scoring RDP hit fulfilling the criteria of 95% or more identity over an alignment length of 180 base pairs or more_crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
186	Crohn Disease	Tenericutes	Phylum	544448	16S rRNA sequencing	Stool	Increased	47	12	35	51	53	16	31	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with colonic Crohn's disease_were studied a set of twin pairs to specifically focus on disease influence in genetically matched individuals	false
187	Crohn Disease	Tenericutes	Phylum	544448	16S rRNA sequencing	Stool	Decreased	52	17	35	53	53	17	35	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	20816835	10.1053/j.gastro.2010.08.049	Willing BP	lars.engstrand@smi.se	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes	Gastroenterology	2010	Crohn's disease group consists of patients with ileal Crohn's disease and ileocolonic Crohn's disease	false
